Video_ID,Action_description,POV,Gender,V_M_Tot,V_SD_Tot,A_M_Tot,A_SD_Tot,V_M_Fem,V_SD_Fem,V_M_Mal,V_SD_Mal,A_M_Fem,A_SD_Fem,A_M_Mal,A_SD_Mal
3_F_080,Receiving flowers from someone,3,F,7.379310344827586,1.794998765643875,5.642857142857143,2.377382605292647,7.84375,1.4392958627902608,6.8076923076923075,2.0399849169879802,5.607142857142857,2.393498689959111,5.678571428571429,2.4045261553466273
3_M_080,Receiving flowers from someone,3,M,6.3,2.266817491211311,4.857142857142857,2.277924514150085,5.857142857142857,2.2866069685390684,6.7894736842105265,2.200478416880723,5.65625,2.164364989194663,4.032258064516129,2.121066885127104
1_F_081,Greeting someone,1,F,6.637931034482759,1.4351266936195095,3.625,2.145290825802583,6.96875,1.1495967034769894,6.230769230769231,1.656688077042684,4.142857142857143,2.4146817245110856,3.107142857142857,1.7286107827082529
1_M_081,Greeting someone,1,M,6.375,1.6899021364473241,4.126984126984127,2.399543394011449,6.190476190476191,1.6618979396776323,6.578947368421052,1.7421503147829256,4.75,2.341766633920198,3.4838709677419355,2.321938381926266
3_F_081,Greeting someone,3,F,6.147540983606557,2.02349586585337,4.226415094339623,2.7848595423354854,6.419354838709677,1.9109193868988312,5.866666666666666,2.1291625896895083,4.346153846153846,2.6373063180799865,4.111111111111111,2.965614910077132
3_M_081,Greeting someone,3,M,6.269230769230769,1.8053882816896045,3.6885245901639343,2.412059863868483,6.1923076923076925,1.9599843013500036,6.346153846153846,1.6719403743508974,3.967741935483871,2.49644909111244,3.4,2.3282374567840827
1_F_082,Unwrapping a chocolate candy,1,F,6.423076923076923,2.051743914821251,3.262295081967213,2.2723089530567973,6.038461538461538,2.5215990042950005,6.8076923076923075,1.3861956793824086,3.5483870967741935,2.0304139098127973,2.966666666666667,2.4980452127728734
1_M_082,Unwrapping a chocolate candy,1,M,6.5344827586206895,1.6566243127917106,4.125,2.427587654067679,6.53125,1.9004986612177137,6.538461538461538,1.333589718939653,4.25,2.488864087178013,4,2.4037008503093262
3_F_082,Unwrapping a chocolate candy,3,F,6.25,2.1333733970597017,4.26984126984127,2.3362939304028227,6.476190476190476,2.2498677209793376,6,2.0275875100994063,4.84375,2.554052756673395,3.6774193548387095,1.9559668840787932
3_M_082,Unwrapping a chocolate candy,3,M,6.311475409836065,1.8397552700160724,4.056603773584905,2.597447669863205,6.516129032258065,1.8415748286350913,6.1,1.844843699575135,3.3461538461538463,2.1343347008809594,4.7407407407407405,2.8500012495623794
1_F_083,Unwrapping a present,1,F,6.575,1.7958284996067977,4.777777777777778,2.173479776054418,6.761904761904762,1.9724290077151554,6.368421052631579,1.6059101370939326,5.15625,1.9528205407861032,4.387096774193548,2.3477282545024774
1_M_083,Unwrapping a present,1,M,6.163934426229508,1.7623878486195215,4.660377358490566,2.7170642827140803,6.290322580645161,1.7164604740977254,6.033333333333333,1.8285727114117014,4.076923076923077,2.57562539082184,5.222222222222222,2.7781196370834564
3_F_083,Unwrapping a present,3,F,6.153846153846154,2.1363760352762253,4.475409836065574,2.6932418964081757,6.153846153846154,2.053140184055783,6.153846153846154,2.2572958635023044,4.903225806451613,2.637610518501894,4.033333333333333,2.7226170641794116
3_M_083,Unwrapping a present,3,M,6.706896551724138,1.4986382203275397,4.892857142857143,2.469291922272982,7.09375,1.5315894126796052,6.230769230769231,1.3358949751441487,4.607142857142857,2.4089230068456016,5.178571428571429,2.5393725009168504
1_F_084,Lighting sparklers,1,F,6.096153846153846,1.8069540548280207,2.540983606557377,1.8218467781512553,6.1923076923076925,2.135775845340157,6,1.4422205101855958,2.6451612903225805,1.9587136441514228,2.433333333333333,1.69549775690744
1_M_084,Lighting sparklers,1,M,6.224137931034483,1.4270949936819672,4.107142857142857,2.4396614625697666,6.5625,1.3182955760399302,5.8076923076923075,1.4702171477501076,4.321428571428571,2.5970577572917004,3.892857142857143,2.298780445016778
3_F_084,Lighting sparklers,3,F,6.45,1.484103804511027,3.873015873015873,2.303518091207051,6.523809523809524,1.5368489717290894,6.368421052631579,1.4609938138050445,3.84375,2.259165918024015,3.903225806451613,2.385439703837672
3_M_084,Lighting sparklers,3,M,6.475409836065574,1.5663817901674897,3.641509433962264,2.245459860582284,6.419354838709677,1.4781563640424304,6.533333333333333,1.6760654528683692,3.3846153846153846,2.0799408275606894,3.888888888888889,2.4072539946735567
1_F_085,Blowing candles,1,F,6.934426229508197,2.205061242225987,4.90566037735849,2.7891558617079566,7.32258064516129,1.9897587253097386,6.533333333333333,2.374190727215361,4.576923076923077,2.6559077833852123,5.222222222222222,2.926448797451027
1_M_085,Blowing candles,1,M,7,1.495090003192804,4.885245901639344,2.6651976828229063,7,1.6492422502470643,7,1.3564659966250536,5,2.569046515733026,4.766666666666667,2.8000410506022
3_F_085,Blowing candles,3,F,7.206896551724138,2.066937905429232,5.553571428571429,2.342645302427795,7.375,2.2252219896508767,7,1.876166303929372,5.928571428571429,2.2265830228563135,5.178571428571429,2.4351374047256926
3_M_085,Blowing candles,3,M,7.15,1.8334498797454102,5.079365079365079,2.2810692689457337,7.142857142857143,2.2200386097028657,7.157894736842105,1.344253526630913,5.65625,2.3363795399803324,4.483870967741935,2.095566235999799
1_F_086,Spraying perfume on,1,F,5.980769230769231,1.831000847231946,2.6557377049180326,2.112543852812207,5.923076923076923,1.831350909532674,6.038461538461538,1.8650634140590336,2.806451612903226,2.3010049230529646,2.5,1.925330244847397
1_M_086,Spraying perfume on,1,M,6.413793103448276,1.2846527656813167,3.5535714285714284,2.295605627019849,6.5625,1.189673308368798,6.230769230769231,1.394494669984574,3.892857142857143,2.454614486051175,3.2142857142857144,2.1144501580551553
3_F_086,Spraying perfume on,3,F,6.675,1.6546360665779394,2.9682539682539684,2.0865796519992292,6.285714285714286,1.7071279138616757,7.105263157894737,1.5236920380774406,3.0625,2.046830752415123,2.870967741935484,2.1562612006877546
3_M_086,Spraying perfume on,3,M,6.409836065573771,1.6266227710641044,2.641509433962264,2.3946602426636443,6.516129032258065,1.6303571744035208,6.3,1.6431676725154978,2.1538461538461537,1.9327143129248605,3.111111111111111,2.7221786146864813
1_F_087,Lying down on the bed,1,F,6.115384615384615,2.157102687873988,2.8852459016393444,2.415908115359093,6.115384615384615,2.214983938125477,6.115384615384615,2.1415307250081304,2.838709677419355,2.353674774950133,2.933333333333333,2.5179813114988505
1_M_087,Lying down on the bed,1,M,5.827586206896552,2.0616628532590306,3.642857142857143,2.7530384630841573,5.90625,2.160635733804648,5.730769230769231,1.970942765433686,4.285714285714286,2.9295068837622793,3,2.449489742783178
3_F_087,Lying down on the bed,3,F,7.075,2.3136994463856215,3.5555555555555554,2.5322295274971256,6.904761904761905,2.2782616597915597,7.2631578947368425,2.4000487324487096,4.03125,2.6577261078817225,3.064516129032258,2.337170424123549
3_M_087,Lying down on the bed,3,M,6.688524590163935,1.6587242447792756,4.037735849056604,2.868678764162931,7.193548387096774,1.4701327567878495,6.166666666666667,1.7036134686526505,4.076923076923077,2.8554940297339364,4,2.935197542821371
1_F_088,Playing the drums,1,F,6.379310344827586,1.5875346240942663,4,2.1991733984303368,6.65625,1.6384370010627851,6.038461538461538,1.4827209914415922,3.9285714285714284,2.0714741830409786,4.071428571428571,2.355899944875535
1_M_088,Playing the drums,1,M,6.125,1.284772752529032,3.142857142857143,2.4942329796316196,6,1.3038404810405297,6.2631578947368425,1.2841817655680783,3.5625,2.626631597386108,2.7096774193548385,2.3121930194384257
3_F_088,Playing the drums,3,F,6.327868852459017,1.8048205033133715,4.056603773584905,2.5223241292630116,6.354838709677419,1.9243767319450757,6.3,1.704962331467806,3.5384615384615383,2.249102385055322,4.555555555555555,2.70801280154532
3_M_088,Playing the drums,3,M,6.461538461538462,1.904190821521367,3.7540983606557377,2.52095046695301,6.461538461538462,2.249102385055323,6.461538461538462,1.5292029095125155,3.935483870967742,2.4212322464806735,3.566666666666667,2.648139663643313
1_F_089,Playing the guitar,1,F,6.295081967213115,1.9091382200274027,3.5283018867924527,2.6861738129290145,6.258064516129032,1.8433256528257813,6.333333333333333,2.0057388927143855,2.6923076923076925,2.035077016119651,4.333333333333333,3.012793235010175
1_M_089,Playing the guitar,1,M,5.980769230769231,1.841678524835052,3.639344262295082,2.4565069162345536,5.730769230769231,2.127114332755855,6.230769230769231,1.5048639090015368,3.7096774193548385,2.369156648642392,3.566666666666667,2.5822114731280283
3_F_089,Playing the guitar,3,F,6.706896551724138,1.3766042722743668,4.267857142857143,2.5618961119279775,6.875,1.157026221578126,6.5,1.606237840420901,4.392857142857143,2.2826119819884987,4.142857142857143,2.850786580399194
3_M_089,Playing the guitar,3,M,5.775,1.8877133093935468,4.063492063492063,2.3886358360357196,5.523809523809524,1.860619456499571,6.052631578947368,1.9285482222682515,4.15625,2.59166623448463,3.967741935483871,2.1982397650202143
1_F_090,Finding cash,1,F,7.475,1.960997914459069,5.841269841269841,2.560281922520537,7.142857142857143,2.2200386097028657,7.842105263157895,1.6077298658784165,6.6875,2.3477855042983693,4.967741935483871,2.5097658717862106
1_M_090,Finding cash,1,M,7.409836065573771,2.0686311833378124,6.660377358490566,2.472490151076403,7.774193548387097,1.7646468469990415,7.033333333333333,2.3116397126108432,6.076923076923077,2.4967671404931124,7.222222222222222,2.358835001457831
3_F_090,Finding cash,3,F,6.730769230769231,1.971516631442478,5.721311475409836,2.8468177997018804,6.5,2.1023796041628637,6.961538461538462,1.843491670298931,5.774193548387097,2.8250035683677153,5.666666666666667,2.916461404928373
3_M_090,Finding cash,3,M,7.224137931034483,1.7274167250680321,5.964285714285714,2.3738291714158652,7.5,1.3198240351921795,6.884615384615385,2.103842638163284,6.107142857142857,2.298780445016777,5.821428571428571,2.4803460246740583
